Number,Symbol,Company Name,Market Cap,Stock Price,Revenue
412,ASMB,"Assembly Biosciences, Inc.",183.90M,23.97,33.25M
413,ASML,ASML Holding N.V.,278.73B,722.32,37.68B
414,ASND,Ascendis Pharma A/S,11.60B,191.49,576.33M
415,ASNS,"Actelis Networks, Inc.",6.67M,0.615,7.76M
416,ASO,"Academy Sports and Outdoors, Inc.",3.30B,49.63,5.92B
417,ASPC,A SPAC III Acquisition Corp.,82.73M,10.27,-
418,ASPI,ASP Isotopes Inc.,853.69M,9.32,4.41M
419,ASPN,"Aspen Aerogels, Inc.",621.82M,7.55,397.18M
420,ASPS,Altisource Portfolio Solutions S.A.,118.77M,10.81,168.27M
421,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",9.40B,310.98,1.80B
422,ASRT,"Assertio Holdings, Inc.",69.82M,0.729,119.00M
423,ASRV,"AmeriServ Financial, Inc.",47.91M,2.9,51.58M
424,ASST,Asset Entities Inc.,54.61M,3.29,759.69K
425,ASTC,Astrotech Corporation,8.94M,5.37,903.00K
426,ASTE,"Astec Industries, Inc.",987.84M,43.13,1.31B
427,ASTH,"Astrana Health, Inc.",1.40B,28.08,2.42B
428,ASTI,"Ascent Solar Technologies, Inc.",5.61M,2.09,51.92K
429,ASTL,Algoma Steel Group Inc.,476.40M,4.54,1.68B
430,ASTS,"AST SpaceMobile, Inc.",15.56B,46.63,4.64M
431,ASUR,"Asure Software, Inc.",225.16M,8.21,125.07M
432,ASX,"ASE Technology Holding Co., Ltd.",21.66B,9.97,21.24B
433,ASYS,"Amtech Systems, Inc.",69.42M,4.85,83.63M
434,ATAI,Atai Life Sciences N.V.,876.15M,4.13,1.86M
435,ATAT,Atour Lifestyle Holdings Limited,4.87B,35.37,1.06B
436,ATCH,"AtlasClear Holdings, Inc.",2.75M,0.176,14.83M
437,ATEC,"Alphatec Holdings, Inc.",2.21B,14.97,682.24M
438,ATEN,"A10 Networks, Inc.",1.26B,17.41,276.45M
439,ATER,"Aterian, Inc.",10.32M,1.19,94.19M
440,ATEX,Anterix Inc.,395.04M,21.13,6.03M
441,ATGE,Adtalem Global Education Inc.,4.38B,121.84,1.79B
442,ATGL,Alpha Technology Group Limited,302.33M,18.37,1.59M
443,ATHA,"Athira Pharma, Inc.",15.30M,0.392,-
444,ATHE,Alterity Therapeutics Limited,90.15M,5.4,2.30M
445,ATHM,Autohome Inc.,3.43B,28.64,945.02M
446,ATHR,"Aether Holdings, Inc.",102.86M,8.43,1.41M
447,ATI,ATI Inc.,10.07B,73.04,4.51B
448,ATII,Archimedes Tech SPAC Partners II Co.,242.88M,10.22,-
449,ATKR,Atkore Inc.,1.85B,54.99,2.89B
450,ATLC,Atlanticus Holdings Corporation,859.47M,56.81,457.16M
451,ATLN,Atlantic International Corp.,117.75M,1.91,444.80M
452,ATLO,Ames National Corporation,165.03M,18.51,57.73M
453,ATLX,Atlas Lithium Corporation,113.58M,5.8,350.00K
454,ATMC,AlphaTime Acquisition Corp,41.98M,12.03,-
455,ATMU,Atmus Filtration Technologies Inc.,3.39B,41,1.68B
456,ATMV,AlphaVest Acquisition Corp,45.92M,11.91,-
457,ATNF,180 Life Sciences Corp.,462.10M,3,-
458,ATNI,"ATN International, Inc.",224.69M,15.05,719.59M
459,ATNM,"Actinium Pharmaceuticals, Inc.",48.04M,1.54,81.00K
460,ATO,Atmos Energy Corporation,26.37B,164.29,4.62B
461,ATOM,Atomera Incorporated,110.82M,3.52,49.00K
462,ATOS,"Atossa Therapeutics, Inc.",101.66M,0.787,-
463,ATPC,Agape ATP Corporation,68.26M,1.365,1.29M
464,ATR,"AptarGroup, Inc.",9.27B,140.75,3.61B
465,ATRA,"Atara Biotherapeutics, Inc.",73.53M,10.82,199.73M
466,ATRC,"AtriCure, Inc.",1.76B,35.33,499.95M
467,ATRO,Astronics Corporation,1.08B,30.51,822.85M
468,ATS,ATS Corporation,2.76B,28.18,1.89B
469,ATUS,"Altice USA, Inc.",1.01B,2.15,8.76B
470,ATXG,Addentax Group Corp.,4.37M,0.433,4.18M
471,ATXS,"Astria Therapeutics, Inc.",354.41M,6.26,-
472,ATYR,"aTyr Pharma, Inc.",471.72M,5.3,235.00K
473,AU,AngloGold Ashanti plc,28.98B,57.42,7.65B
474,AUB,Atlantic Union Bankshares Corporation,4.57B,32.04,908.47M
475,AUBN,"Auburn National Bancorporation, Inc.",94.33M,27,31.45M
476,AUDC,AudioCodes Ltd.,294.45M,9.85,243.25M
477,AUGO,Aura Minerals Inc.,2.17B,26.25,679.91M
478,AUID,authID Inc.,47.32M,3.52,1.03M
479,AUNA,Auna S.A.,460.10M,6.22,1.19B
480,AUPH,Aurinia Pharmaceuticals Inc.,1.50B,11.37,260.11M
481,AUR,"Aurora Innovation, Inc.",11.37B,6.16,1.00M
482,AURA,"Aura Biosciences, Inc.",421.63M,6.82,-
483,AUST,Austin Gold Corp.,18.12M,1.365,-
484,AUTL,Autolus Therapeutics plc,620.11M,2.33,9.01M
485,AUUD,Auddia Inc.,1.76M,2.65,-
486,AVA,Avista Corporation,3.03B,37.32,1.96B
487,AVAH,Aveanna Healthcare Holdings Inc.,1.27B,6.14,2.18B
488,AVAL,Grupo Aval Acciones y Valores S.A.,3.45B,3.02,2.95B
489,AVAV,"AeroVironment, Inc.",12.30B,247.45,820.63M
490,AVB,"AvalonBay Communities, Inc.",26.56B,186.78,3.02B
491,AVBC,"Avidia Bancorp, Inc.",292.71M,14.58,70.97M
492,AVBH,"Avidbank Holdings, Inc.",184.41M,23.25,77.81M
493,AVBP,"ArriVent BioPharma, Inc.",657.06M,17.99,-
494,AVD,American Vanguard Corporation,132.21M,4.65,529.07M
495,AVDL,Avadel Pharmaceuticals plc,1.23B,12.74,221.08M
496,AVDX,"AvidXchange Holdings, Inc.",2.05B,9.87,446.72M
497,AVGO,Broadcom Inc.,"1,434.42B",304.97,57.05B
498,AVIR,"Atea Pharmaceuticals, Inc.",289.26M,3.38,-
499,AVNS,"Avanos Medical, Inc.",502.07M,10.82,692.50M
500,AVNT,Avient Corporation,3.01B,32.86,3.25B
501,AVNW,"Aviat Networks, Inc.",276.82M,21.81,435.93M
502,AVO,"Mission Produce, Inc.",870.02M,12.32,1.39B
503,AVPT,"AvePoint, Inc.",3.04B,14.33,373.07M
504,AVR,Anteris Technologies Global Corp.,130.64M,3.63,2.49M
505,AVT,"Avnet, Inc.",4.36B,51.97,22.20B
506,AVTR,"Avantor, Inc.",7.84B,11.5,6.67B
507,AVTX,"Avalo Therapeutics, Inc.",117.45M,8.93,441.00K
508,AVXL,Anavex Life Sciences Corp.,946.42M,11.08,-
509,AVY,Avery Dennison Corporation,13.32B,170.81,8.74B
510,AWI,"Armstrong World Industries, Inc.",8.14B,188.28,1.56B
511,AWK,"American Water Works Company, Inc.",29.38B,145.36,4.94B
512,AWR,American States Water Company,2.91B,75.65,615.96M
513,AWRE,"Aware, Inc.",47.96M,2.25,16.15M
514,AWX,Avalon Holdings Corporation,9.79M,2.511,81.01M
515,AX,"Axos Financial, Inc.",4.79B,84.91,1.20B
516,AXGN,"Axogen, Inc.",639.57M,13.9,203.27M
517,AXIL,"AXIL Brands, Inc.",57.04M,8.58,27.01M
518,AXIN,Axiom Intelligence Acquisition Corp 1,270.81M,10.1,-
519,AXL,"American Axle & Manufacturing Holdings, Inc.",626.54M,5.28,5.83B
520,AXON,"Axon Enterprise, Inc.",66.14B,842.5,2.39B
521,AXP,American Express Company,206.98B,297.43,63.44B
522,AXR,AMREP Corporation,116.77M,22.14,49.69M
523,AXS,AXIS Capital Holdings Limited,7.54B,96.47,6.24B
524,AXSM,"Axsome Therapeutics, Inc.",5.23B,104.8,495.03M
525,AXTA,Axalta Coating Systems Ltd.,6.15B,28.39,5.20B
526,AXTI,"AXT, Inc.",94.11M,2.14,86.08M
527,AYI,Acuity Inc.,9.32B,307.08,4.17B
528,AYRO,"Ayro, Inc.",3.71M,5.88,5.43K
529,AYTU,"Aytu BioPharma, Inc.",21.28M,2.38,81.66M
530,AZ,A2Z Cust2Mate Solutions Corp.,331.13M,9.48,7.44M
531,AZI,Autozi Internet Technology (Global) Ltd.,24.63M,0.232,124.74M
532,AZN,AstraZeneca PLC,227.85B,73.55,56.50B
533,AZO,"AutoZone, Inc.",67.50B,"4,035.16",18.90B
534,AZTA,"Azenta, Inc.",1.33B,29,668.82M
535,AZTR,"Azitra, Inc.",2.83M,0.164,7.50K
536,AZZ,AZZ Inc.,3.31B,110.25,1.59B
537,B,Barrick Mining Corporation,40.30B,23.43,13.31B
538,BA,The Boeing Company,173.25B,229.12,75.33B
539,BABA,Alibaba Group Holding Limited,268.74B,120.36,137.30B
540,BAC,Bank of America Corporation,340.79B,46.01,98.46B
541,BACC,Blue Acquisition Corp.,269.45M,10.09,-
542,BACQ,Bleichroeder Acquisition Corp. I,349.06M,10.34,-
543,BAER,"Bridger Aerospace Group Holdings, Inc.",102.88M,1.88,126.49M
544,BAFN,BayFirst Financial Corp.,49.20M,11.9,78.21M
545,BAH,Booz Allen Hamilton Holding Corporation,13.60B,110.38,11.96B
546,BAK,Braskem S.A.,1.33B,3.2,14.27B
547,BALL,Ball Corporation,14.71B,54.06,12.40B
548,BAM,Brookfield Asset Management Ltd.,98.91B,61.26,4.35B
549,BANC,"Banc of California, Inc.",2.29B,14.54,949.66M
550,BAND,Bandwidth Inc.,402.99M,13.37,758.11M
551,BANF,BancFirst Corporation,4.03B,121,656.15M
552,BANL,CBL International Limited,19.58M,0.721,592.52M
553,BANR,Banner Corporation,2.16B,62.51,624.02M
554,BAOS,Baosheng Media Group Holdings Limited,4.14M,2.7,624.09K
555,BAP,Credicorp Ltd.,19.80B,249.2,5.11B
556,BARK,"BARK, Inc.",134.17M,0.79,470.83M
557,BASE,"Couchbase, Inc.",1.33B,24.3,214.66M
558,BATL,Battalion Oil Corporation,21.72M,1.32,191.50M
559,BATRA,"Atlanta Braves Holdings, Inc.",2.80B,46.71,702.44M
560,BAX,Baxter International Inc.,12.17B,23.69,10.89B
561,BAYA,Bayview Acquisition Corp,60.51M,11.12,-
562,BB,BlackBerry Limited,2.15B,3.61,533.20M
563,BBAI,"BigBear.ai Holdings, Inc.",2.08B,7.14,159.87M
564,BBAR,Banco BBVA Argentina S.A.,3.38B,16.52,2.60B
565,BBCP,"Concrete Pumping Holdings, Inc.",357.43M,6.85,401.50M
566,BBD,Banco Bradesco S.A.,28.94B,2.9,16.11B
567,BBDC,"Barings BDC, Inc.",1.01B,9.6,280.31M
568,BBGI,"Beasley Broadcast Group, Inc.",7.72M,4.3,234.82M
569,BBIO,"BridgeBio Pharma, Inc.",8.90B,46.58,235.81M
570,BBLG,Bone Biologics Corporation,3.74M,2.33,-
571,BBNX,"Beta Bionics, Inc.",640.75M,14.73,69.83M
572,BBSI,"Barrett Business Services, Inc.",1.21B,47.21,1.20B
573,BBU,Brookfield Business Partners L.P.,5.28B,24.81,30.10B
574,BBUC,Brookfield Business Corporation,2.06B,28.72,8.24B
575,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",107.05B,18.59,36.85B
576,BBW,"Build-A-Bear Workshop, Inc.",643.77M,49.41,510.07M
577,BBWI,"Bath & Body Works, Inc.",6.03B,28.51,7.35B
578,BBY,"Best Buy Co., Inc.",14.58B,68.97,41.45B
579,BC,Brunswick Corporation,3.71B,56.85,5.10B
580,BCAB,"BioAtla, Inc.",20.60M,0.353,11.00M
581,BCAL,California BanCorp.,494.09M,15.22,157.67M
582,BCAR,D. Boral ARC Acquisition I Corp.,249.25M,9.97,-
583,BCAX,Bicara Therapeutics Inc.,556.27M,10.17,-
584,BCBP,"BCB Bancorp, Inc.",146.67M,8.55,65.50M
585,BCC,Boise Cascade Company,3.07B,82.09,6.56B
586,BCDA,"BioCardia, Inc.",9.76M,1.79,3.00K
587,BCE,BCE Inc.,22.73B,24.35,17.90B
588,BCG,"Binah Capital Group, Inc.",35.36M,2.12,172.86M
589,BCH,Banco de Chile,14.69B,28.99,2.87B
590,BCML,BayCom Corp,295.73M,27.21,96.58M
591,BCO,The Brink's Company,4.39B,105.49,5.07B
592,BCPC,Balchem Corporation,5.20B,160.25,985.93M
593,BCRX,"BioCryst Pharmaceuticals, Inc.",1.74B,8.31,557.51M
594,BCS,Barclays PLC,69.55B,19.94,35.15B
595,BCSF,"Bain Capital Specialty Finance, Inc.",986.00M,15.2,283.69M
596,BCTX,BriaCell Therapeutics Corp.,12.51M,0.715,-
597,BCYC,Bicycle Therapeutics plc,529.79M,7.65,19.28M
598,BDC,Belden Inc.,4.71B,118.89,2.62B
599,BDL,"Flanigan's Enterprises, Inc.",57.90M,31.15,198.79M
600,BDMD,Baird Medical Investment Holdings Limited,59.86M,2.23,37.04M
601,BDN,Brandywine Realty Trust,691.63M,3.97,306.60M
602,BDRX,Biodexa Pharmaceuticals Plc,4.42M,7.13,104.90K
603,BDSX,"Biodesix, Inc.",58.70M,0.401,76.56M
604,BDTX,"Black Diamond Therapeutics, Inc.",136.47M,2.4,70.00M
605,BDX,"Becton, Dickinson and Company",55.46B,193.5,21.39B
606,BE,Bloom Energy Corporation,8.61B,36.8,1.63B
607,BEAG,Bold Eagle Acquisition Corp.,326.96M,10.44,-
608,BEAM,Beam Therapeutics Inc.,1.73B,17.62,60.27M
609,BEAT,"HeartBeam, Inc.",33.13M,0.95,-
610,BEDU,Bright Scholar Education Holdings Limited,51.12M,1.72,224.32M
611,BEEM,Beam Global,32.70M,2.12,41.10M
612,BEEP,Mobile Infrastructure Corporation,147.69M,3.75,36.42M
613,BEKE,KE Holdings Inc.,20.81B,17.56,13.84B
614,BELFA,Bel Fuse Inc.,1.47B,115.88,594.03M
615,BELFB,Bel Fuse Inc.,1.64B,133.04,594.03M
616,BEN,"Franklin Resources, Inc.",12.97B,24.99,8.64B
617,BENF,Beneficient,2.49M,0.287,-19.93M
618,BEP,Brookfield Renewable Partners L.P.,16.48B,24.89,6.17B
619,BEPC,Brookfield Renewable Corporation,11.51B,33.91,3.88B
620,BETR,Better Home & Finance Holding Company,197.96M,13.16,130.62M
621,BF.A,Brown-Forman Corporation,14.49B,30.41,3.98B
622,BF.B,Brown-Forman Corporation,14.56B,30.79,3.98B
623,BFAM,Bright Horizons Family Solutions Inc.,6.78B,119.2,2.79B
624,BFC,Bank First Corporation,1.15B,116.36,166.00M
625,BFH,"Bread Financial Holdings, Inc.",2.72B,58.22,2.45B
626,BFIN,BankFinancial Corporation,134.45M,10.79,45.55M
627,BFLY,"Butterfly Network, Inc.",334.82M,1.33,87.52M
628,BFRG,"Bullfrog AI Holdings, Inc.",11.96M,1.27,-
629,BFRI,Biofrontera Inc.,9.60M,0.947,38.00M
630,BFS,"Saul Centers, Inc.",1.12B,32.7,277.90M
631,BFST,"Business First Bancshares, Inc.",684.72M,23.12,291.10M
632,BG,Bunge Global SA,16.59B,82.94,50.86B
633,BGC,"BGC Group, Inc.",4.84B,10.17,2.47B
634,BGFV,Big 5 Sporting Goods Corporation,31.78M,1.43,762.76M
635,BGI,Birks Group Inc.,12.37M,0.632,124.45M
636,BGL,Blue Gold Limited,381.05M,12.34,-
637,BGLC,BioNexus Gene Lab Corp.,10.01M,5.57,9.27M
638,BGM,BGM Group Ltd.,1.42B,7.69,25.10M
639,BGS,"B&G Foods, Inc.",325.62M,4.07,1.86B
640,BGSF,"BGSF, Inc.",65.21M,5.87,179.99M
641,BH,Biglari Holdings Inc.,851.34M,275.24,377.18M
642,BH.A,Biglari Holdings Inc.,845.90M,"1,363.05",377.18M
643,BHAT,Blue Hat Interactive Entertainment Technology,12.82M,1.77,18.72M
644,BHB,Bar Harbor Bankshares,497.65M,29.83,147.01M
645,BHC,Bausch Health Companies Inc.,2.13B,5.75,9.86B
646,BHE,"Benchmark Electronics, Inc.",1.38B,38.42,2.59B
647,BHF,"Brighthouse Financial, Inc.",2.54B,44.52,8.05B
648,BHLB,"Berkshire Hills Bancorp, Inc.",1.11B,24.35,438.91M
649,BHM,"Bluerock Homes Trust, Inc.",178.43M,13.55,67.76M
650,BHP,BHP Group Limited,133.23B,52.86,53.97B
651,BHR,Braemar Hotels & Resorts Inc.,144.64M,2.12,715.16M
652,BHRB,Burke & Herbert Financial Services Corp.,858.14M,57.01,329.61M
653,BHST,BioHarvest Sciences Inc.,151.79M,8.76,27.70M
654,BHVN,Biohaven Ltd.,1.51B,14.74,-
655,BIAF,"bioAffinity Technologies, Inc.",8.07M,0.288,8.81M
656,BIDU,"Baidu, Inc.",30.03B,87.36,18.48B
657,BIIB,Biogen Inc.,19.16B,130.67,10.00B
658,BILI,Bilibili Inc.,9.31B,22.75,3.88B
659,BILL,"BILL Holdings, Inc.",4.20B,40.74,1.42B
660,BINI,"Bollinger Innovations, Inc.",2.99M,1.725,8.93M
661,BIO,"Bio-Rad Laboratories, Inc.",7.15B,264.21,2.55B
662,BIOA,"BioAge Labs, Inc.",155.23M,4.33,3.86M
663,BIOX,Bioceres Crop Solutions Corp.,194.41M,3.1,383.29M
664,BIP,Brookfield Infrastructure Partners L.P.,14.05B,30.1,21.54B
665,BIPC,Brookfield Infrastructure Corporation,4.73B,39.75,3.65B
666,BIRD,"Allbirds, Inc.",56.52M,6.94,170.65M
667,BIRK,Birkenstock Holding plc,8.86B,48.2,2.11B
668,BITF,Bitfarms Ltd.,693.45M,1.24,209.41M
669,BIVI,BioVie Inc.,13.12M,1.67,-
670,BIYA,Baiya International Group Inc.,8.08M,0.645,12.81M
671,BJ,"BJ's Wholesale Club Holdings, Inc.",14.28B,108.12,20.74B
672,BJDX,"Bluejay Diagnostics, Inc.",2.09M,1.4,-
673,BJRI,"BJ's Restaurants, Inc.",743.98M,33.64,1.38B
674,BK,The Bank of New York Mellon Corporation,72.70B,103.09,19.27B
675,BKD,Brookdale Senior Living Inc.,1.69B,7.21,3.05B
676,BKE,"The Buckle, Inc.",2.64B,52.58,1.23B
677,BKH,Black Hills Corporation,4.44B,60.88,2.24B
678,BKHA,Black Hawk Acquisition Corporation,97.78M,10.95,-
679,BKKT,"Bakkt Holdings, Inc.",159.96M,10.81,3.71B
680,BKNG,Booking Holdings Inc.,175.20B,"5,405.91",25.03B
681,BKR,Baker Hughes Company,42.68B,43.29,27.61B
682,BKSY,BlackSky Technology Inc.,600.74M,17.09,104.66M
683,BKTI,BK Technologies Corporation,147.27M,40.09,77.42M
684,BKU,"BankUnited, Inc.",2.71B,36.05,999.76M
685,BKV,BKV Corporation,1.69B,20,689.57M
686,BKYI,"BIO-key International, Inc.",5.15M,0.753,6.36M
687,BL,"BlackLine, Inc.",2.99B,48.35,674.33M
688,BLBD,Blue Bird Corporation,1.75B,55.34,1.42B
689,BLBX,Blackboxstocks Inc.,24.20M,6.75,2.50M
690,BLCO,Bausch + Lomb Corporation,4.83B,13.64,4.89B
691,BLD,TopBuild Corp.,11.62B,415.41,5.22B
692,BLDE,"Blade Air Mobility, Inc.",321.88M,3.94,254.34M
693,BLDP,Ballard Power Systems Inc.,545.20M,1.8,70.67M
694,BLDR,"Builders FirstSource, Inc.",14.61B,132.2,15.94B
695,BLFS,"BioLife Solutions, Inc.",1.08B,22.68,93.47M
696,BLFY,Blue Foundry Bancorp,169.21M,8.6,41.94M
697,BLIN,"Bridgeline Digital, Inc.",17.93M,1.46,15.47M
698,BLIV,BeLive Holdings,29.55M,2.72,1.36M
699,BLK,"BlackRock, Inc.",174.21B,"1,124.97",21.57B
700,BLKB,"Blackbaud, Inc.",3.06B,64.06,1.14B
701,BLMN,"Bloomin' Brands, Inc.",564.00M,6.63,3.93B
702,BLMZ,BloomZ Inc.,2.84M,0.197,1.54M
703,BLND,"Blend Labs, Inc.",705.77M,2.73,155.99M
704,BLNE,"Beeline Holdings, Inc.",27.13M,2.02,5.21M
705,BLNK,Blink Charging Co.,88.85M,0.865,109.38M
706,BLRX,BioLineRx Ltd.,16.41M,3.56,22.34M
707,BLTE,"Belite Bio, Inc",2.27B,69.9,-
708,BLUW,Blue Water Acquisition Corp. III,280.36M,10.03,-
709,BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",1.59B,42.7,306.17M
710,BLZE,"Backblaze, Inc.",403.41M,7.14,137.29M
711,BMA,Banco Macro S.A.,4.57B,71.42,2.66B
712,BMBL,Bumble Inc.,944.85M,6.32,1.05B
713,BMEA,"Biomea Fusion, Inc.",91.64M,1.54,-
714,BMGL,Basel Medical Group Ltd,38.98M,2.075,7.34M
715,BMHL,Bluemount Holdings Limited,101.77M,4.01,3.40M
716,BMI,"Badger Meter, Inc.",5.55B,188.17,873.93M
717,BMNR,"Bitmine Immersion Technologies, Inc.",5.63B,51.43,5.45M
718,BMO,Bank of Montreal,81.52B,112.84,22.14B
719,BMR,Beamr Imaging Ltd.,44.38M,2.86,3.06M
720,BMRA,"Biomerica, Inc.",7.92M,3.11,5.68M
721,BMRC,Bank of Marin Bancorp,354.75M,22.22,93.41M
722,BMRN,BioMarin Pharmaceutical Inc.,11.01B,57.33,3.06B
723,BMY,Bristol-Myers Squibb Company,93.53B,45.95,47.70B
724,BN,Brookfield Corporation,98.98B,64.71,78.28B
725,BNAI,"Brand Engagement Network, Inc.",13.71M,0.319,60.00K
726,BNC,CEA Industries Inc.,14.39M,17.1,3.48M
727,BNED,"Barnes & Noble Education, Inc.",295.93M,8.69,1.57B
728,BNGO,"Bionano Genomics, Inc.",9.79M,2.91,28.46M
729,BNL,"Broadstone Net Lease, Inc.",3.32B,16.81,442.20M
730,BNR,Burning Rock Biotech Limited,73.43M,6.82,72.11M
731,BNRG,Brenmiller Energy Ltd,3.80M,1.71,-
732,BNS,The Bank of Nova Scotia,69.79B,56,21.11B
733,BNT,Brookfield Wealth Solutions Ltd.,18.39B,64.72,14.37B
734,BNTC,Benitec Biopharma Inc.,309.76M,11.97,-
735,BNTX,BioNTech SE,26.84B,111.66,3.38B
736,BNZI,"Banzai International, Inc.",10.23M,4.09,6.83M
737,BOC,Boston Omaha Corporation,413.30M,13.14,110.45M
738,BODI,"The Beachbody Company, Inc.",32.57M,4.61,324.87M
739,BOF,BranchOut Food Inc.,21.09M,2.2,8.24M
740,BOH,Bank of Hawaii Corporation,2.52B,63.26,657.05M
741,BOKF,BOK Financial Corporation,6.44B,101.26,2.07B
742,BOLD,"Boundless Bio, Inc.",24.17M,1.08,-
743,BOLT,"Bolt Biotherapeutics, Inc.",10.68M,5.56,3.64M
744,BON,Bon Natural Life Limited,4.92M,1.31,23.84M
745,BOOM,DMC Global Inc.,120.40M,5.85,619.58M
746,BOOT,"Boot Barn Holdings, Inc.",5.07B,166.06,1.99B
747,BORR,Borr Drilling Limited,577.71M,2.17,993.20M
748,BOSC,B.O.S. Better Online Solutions Ltd.,27.90M,4.71,43.69M
749,BOTJ,"Bank of the James Financial Group, Inc.",63.33M,13.94,46.53M
750,BOW,Bowhead Specialty Holdings Inc.,1.02B,31,492.07M
751,BOWN,Bowen Acquisition Corp,27.67M,9.19,-
752,BOX,"Box, Inc.",4.61B,31.81,1.10B
753,BOXL,Boxlight Corporation,5.62M,2.12,121.22M
754,BP,BP p.l.c.,88.12B,34.14,184.81B
755,BPOP,"Popular, Inc.",7.81B,114.95,2.80B
756,BPRN,"Princeton Bancorp, Inc.",217.18M,31.91,68.94M
757,BQ,Boqii Holding Limited,7.29M,2.53,64.62M
758,BR,"Broadridge Financial Solutions, Inc.",31.15B,265.94,6.89B
759,BRAG,Bragg Gaming Group Inc.,103.02M,4.1,112.08M
760,BRBR,"BellRing Brands, Inc.",4.91B,38.99,2.22B
761,BRBS,"Blue Ridge Bankshares, Inc.",319.07M,3.6,96.79M
762,BRC,Brady Corporation,3.34B,70.65,1.46B
763,BRCC,BRC Inc.,357.44M,1.44,388.89M
764,BRDG,Bridge Investment Group Holdings Inc.,1.32B,10.02,453.73M
765,BREA,Brera Holdings PLC,16.42M,6.8,2.99M
766,BRFH,"Barfresh Food Group, Inc.",45.66M,2.864,10.82M
767,BRFS,BRF S.A.,5.74B,3.57,11.08B
768,BRIA,BrilliA Inc,74.97M,2.448,64.39M
769,BRID,Bridgford Foods Corporation,67.80M,7.51,224.67M
770,BRK.B,Berkshire Hathaway Inc.,"1,003.99B",465.4,370.15B
771,BRKL,"Brookline Bancorp, Inc.",904.41M,10.14,345.39M
772,BRKR,Bruker Corporation,4.62B,30.43,3.44B
773,BRLS,Borealis Foods Inc.,62.65M,2.93,26.62M
774,BRLT,"Brilliant Earth Group, Inc.",174.68M,1.75,422.22M
775,BRN,"Barnwell Industries, Inc.",11.48M,1.14,19.39M
776,BRNS,Barinthus Biotherapeutics plc,54.56M,1.34,14.97M
777,BRO,"Brown & Brown, Inc.",30.89B,93.65,4.96B
778,BROS,Dutch Bros Inc.,11.73B,66.08,1.45B
779,BRR,Columbus Circle Capital Corp I,346.51M,10.18,-
780,BRRW.U,Columbus Circle Capital Corp I,346.51M,11.1,-
781,BRSL,Brightstar Lottery PLC,3.07B,15.1,2.45B
782,BRSP,"BrightSpire Capital, Inc.",692.87M,5.33,335.11M
783,BRT,BRT Apartments Corp.,295.40M,14.9,98.31M
784,BRTX,"BioRestorative Therapies, Inc.",10.88M,1.45,391.00K
785,BRX,Brixmor Property Group Inc.,7.82B,25.56,1.33B
786,BRY,Berry Corporation,218.05M,2.81,703.73M
787,BRZE,"Braze, Inc.",2.81B,25.31,620.01M
788,BSAA,BEST SPAC I Acquisition Corp.,71.59M,10.11,-
789,BSAC,Banco Santander-Chile,11.36B,24.05,2.50B
790,BSBK,Bogota Financial Corp.,106.16M,8.4,14.71M
791,BSBR,Banco Santander (Brasil) S.A.,18.38B,4.96,9.12B
792,BSET,"Bassett Furniture Industries, Incorporated",143.03M,16.46,326.47M
793,BSGM,"BioSig Technologies, Inc.",115.47M,3.75,26.00K
794,BSLK,"Bolt Projects Holdings, Inc.",4.66M,2.26,1.53M
795,BSM,"Black Stone Minerals, L.P.",2.58B,12.2,413.68M
796,BSRR,Sierra Bancorp,381.73M,28.59,145.37M
797,BST,BlackRock Science and Technology Trust,1.37B,39.6,-
798,BSVN,Bank7 Corp.,419.36M,44.38,96.07M
799,BSX,Boston Scientific Corporation,152.83B,103.14,18.49B
800,BSY,"Bentley Systems, Incorporated",16.83B,53.49,1.42B
801,BTAI,"BioXcel Therapeutics, Inc.",24.47M,4.04,1.85M
802,BTBD,"BT Brands, Inc.",12.25M,1.99,14.86M
803,BTBT,"Bit Digital, Inc.",956.31M,2.99,102.04M
804,BTCM,BIT Mining Limited,46.56M,2.61,32.92M
805,BTCS,BTCS Inc.,239.26M,5,5.31M
806,BTCT,BTC Digital Ltd.,25.32M,2.66,11.68M
807,BTDR,Bitdeer Technologies Group,2.47B,12.57,300.40M
808,BTE,Baytex Energy Corp.,1.58B,2.05,2.32B
809,BTG,B2Gold Corp.,4.74B,3.58,2.17B
810,BTI,British American Tobacco p.l.c.,124.28B,57.24,35.07B
811,BTM,Bitcoin Depot Inc.,355.89M,4.9,599.39M
812,BTMD,biote Corp.,141.20M,2.88,199.07M
813,BTOC,Armlogi Holding Corp.,66.12M,1.58,184.76M
814,BTOG,Bit Origin Ltd,28.82M,0.489,2.89M
815,BTSG,"BrightSpring Health Services, Inc.",3.68B,20.78,12.57B
816,BTU,Peabody Energy Corporation,2.10B,17.27,4.04B
817,BTX,BlackRock Innovation and Growth Term Trust,1.59B,7.45,-
818,BUD,Anheuser-Busch InBev SA/NV,120.78B,61.99,58.52B
819,BULL,Webull Corporation,7.27B,15,417.40M
820,BUR,Burford Capital Limited,2.93B,13.42,443.25M
821,BURL,"Burlington Stores, Inc.",16.90B,271.26,10.77B
822,BURU,"Nuburu, Inc.",13.25M,0.213,58.58K
823,BUSE,First Busey Corporation,1.99B,22.3,498.53M
